UT;SO;DI;DE;ID;NR;TC;Z9;U1;PU;PI;SN;EI;J9;JI;SC;OA;subject
WOS:000450934300007;ARTNODES;10.7238/a.v0i22.3218;"digital humanities; history of architecture; information technologies; geographic information system; graphs";NA;34;0;0;2;UNIV OBERTA CATALUNYA;BARCELONA;1695-5951;NA;ARTNODES;Artnodes;Arts & Humanities - Other Topics;Bronze;Transfiguration
WOS:000450934300007;ARTNODES;10.7238/a.v0i22.3218;"digital humanities; history of architecture; information technologies; geographic information system; graphs";NA;34;0;0;2;UNIV OBERTA CATALUNYA;BARCELONA;1695-5951;NA;ARTNODES;Artnodes;Arts & Humanities - Other Topics;Bronze;Potions
WOS:000450934300008;ARTNODES;10.7238/a.v0i22.3233;"time; interactivity; participation; art-science-technology; digital art";NA;10;0;0;0;UNIV OBERTA CATALUNYA;BARCELONA;1695-5951;NA;ARTNODES;Artnodes;Arts & Humanities - Other Topics;Bronze;Charms
WOS:000450934300008;ARTNODES;10.7238/a.v0i22.3233;"time; interactivity; participation; art-science-technology; digital art";NA;10;0;0;0;UNIV OBERTA CATALUNYA;BARCELONA;1695-5951;NA;ARTNODES;Artnodes;Arts & Humanities - Other Topics;Bronze;Defence against the dark arts
WOS:000450934300009;ARTNODES;10.7238/a.v0i22.3240;"art; digital humanities; databases; artistic setting";NA;9;0;0;1;UNIV OBERTA CATALUNYA;BARCELONA;1695-5951;NA;ARTNODES;Artnodes;Arts & Humanities - Other Topics;Bronze;Arithmancy
WOS:000450934300009;ARTNODES;10.7238/a.v0i22.3240;"art; digital humanities; databases; artistic setting";NA;9;0;0;1;UNIV OBERTA CATALUNYA;BARCELONA;1695-5951;NA;ARTNODES;Artnodes;Arts & Humanities - Other Topics;Bronze;Transfiguration
WOS:000450934300009;ARTNODES;10.7238/a.v0i22.3240;"art; digital humanities; databases; artistic setting";NA;9;0;0;1;UNIV OBERTA CATALUNYA;BARCELONA;1695-5951;NA;ARTNODES;Artnodes;Arts & Humanities - Other Topics;Bronze;Astronomy
WOS:000451878800007;BIBLIOTHEK FORSCHUNG UND PRAXIS;10.1515/bfp-2018-0061;"Academic library; change management; digital transformation; scholarly communication";NA;6;0;0;7;WALTER DE GRUYTER GMBH;BERLIN;0341-4183;1865-7648;BIBL FORSCH PRAX;Bibl. Forschung Praxis;Information Science & Library Science;NA;Arithmancy
WOS:000451878800007;BIBLIOTHEK FORSCHUNG UND PRAXIS;10.1515/bfp-2018-0061;"Academic library; change management; digital transformation; scholarly communication";NA;6;0;0;7;WALTER DE GRUYTER GMBH;BERLIN;0341-4183;1865-7648;BIBL FORSCH PRAX;Bibl. Forschung Praxis;Information Science & Library Science;NA;Astronomy
WOS:000451878800011;BIBLIOTHEK FORSCHUNG UND PRAXIS;10.1515/bfp-2018-0056;"Monographs; Open Access; digital platforms; humanities; social sciences";NA;13;0;0;2;WALTER DE GRUYTER GMBH;BERLIN;0341-4183;1865-7648;BIBL FORSCH PRAX;Bibl. Forschung Praxis;Information Science & Library Science;Other Gold;Transfiguration
WOS:000449661900003;HISTORY OF PSYCHOLOGY;10.1037/hop0000067;"disciplinary formation; term co-occurrence visualizations; two disciplines of scientific psychology; digital humanities; methodology in psychology";"JOURNAL-OF-PSYCHOLOGY; DIGITAL ANALYSIS; COMMUNITY STRUCTURE; UNIFIED POSITIVISM; UNIFICATION; NETWORKS; SCIENCES; OPERATIONISM; VOCABULARY; REVOLUTION";83;10;10;3;EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC;WASHINGTON;1093-4510;1939-0610;HIST PSYCHOL;Hist. Psychol.;"Social Sciences - Other Topics; Psychology";NA;Charms
WOS:000449661900003;HISTORY OF PSYCHOLOGY;10.1037/hop0000067;"disciplinary formation; term co-occurrence visualizations; two disciplines of scientific psychology; digital humanities; methodology in psychology";"JOURNAL-OF-PSYCHOLOGY; DIGITAL ANALYSIS; COMMUNITY STRUCTURE; UNIFIED POSITIVISM; UNIFICATION; NETWORKS; SCIENCES; OPERATIONISM; VOCABULARY; REVOLUTION";83;10;10;3;EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC;WASHINGTON;1093-4510;1939-0610;HIST PSYCHOL;Hist. Psychol.;"Social Sciences - Other Topics; Psychology";NA;Herbology
WOS:000449661900003;HISTORY OF PSYCHOLOGY;10.1037/hop0000067;"disciplinary formation; term co-occurrence visualizations; two disciplines of scientific psychology; digital humanities; methodology in psychology";"JOURNAL-OF-PSYCHOLOGY; DIGITAL ANALYSIS; COMMUNITY STRUCTURE; UNIFIED POSITIVISM; UNIFICATION; NETWORKS; SCIENCES; OPERATIONISM; VOCABULARY; REVOLUTION";83;10;10;3;EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC;WASHINGTON;1093-4510;1939-0610;HIST PSYCHOL;Hist. Psychol.;"Social Sciences - Other Topics; Psychology";NA;Arithmancy
WOS:000449661900004;HISTORY OF PSYCHOLOGY;10.1037/hop0000108;"scientific journals; scientific publishing; history of psychology; digital history; Cold War";SCIENCE;15;1;1;3;EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC;WASHINGTON;1093-4510;1939-0610;HIST PSYCHOL;Hist. Psychol.;"Social Sciences - Other Topics; Psychology";NA;Charms
WOS:000452245000008;JOURNAL OF ACADEMIC LIBRARIANSHIP;10.1016/j.acalib.2018.09.020;"LIS profession; Academic training; Scientific content services; Collaboration; Roles of librarians; Orientation of LIS students; Hungary";"DIGITAL HUMANITIES; LIBRARY; SCIENCE; SKILLS; LIS; ENTREPRENEURSHIP; ASSISTANCE; LITERACY";90;1;1;5;ELSEVIER SCIENCE INC;NEW YORK;0099-1333;1879-1999;J ACAD LIBR;J. Acad. Librariansh.;Information Science & Library Science;NA;Charms
WOS:000452245000008;JOURNAL OF ACADEMIC LIBRARIANSHIP;10.1016/j.acalib.2018.09.020;"LIS profession; Academic training; Scientific content services; Collaboration; Roles of librarians; Orientation of LIS students; Hungary";"DIGITAL HUMANITIES; LIBRARY; SCIENCE; SKILLS; LIS; ENTREPRENEURSHIP; ASSISTANCE; LITERACY";90;1;1;5;ELSEVIER SCIENCE INC;NEW YORK;0099-1333;1879-1999;J ACAD LIBR;J. Acad. Librariansh.;Information Science & Library Science;NA;Transfiguration
WOS:000452245000008;JOURNAL OF ACADEMIC LIBRARIANSHIP;10.1016/j.acalib.2018.09.020;"LIS profession; Academic training; Scientific content services; Collaboration; Roles of librarians; Orientation of LIS students; Hungary";"DIGITAL HUMANITIES; LIBRARY; SCIENCE; SKILLS; LIS; ENTREPRENEURSHIP; ASSISTANCE; LITERACY";90;1;1;5;ELSEVIER SCIENCE INC;NEW YORK;0099-1333;1879-1999;J ACAD LIBR;J. Acad. Librariansh.;Information Science & Library Science;NA;Divination
WOS:000452245000008;JOURNAL OF ACADEMIC LIBRARIANSHIP;10.1016/j.acalib.2018.09.020;"LIS profession; Academic training; Scientific content services; Collaboration; Roles of librarians; Orientation of LIS students; Hungary";"DIGITAL HUMANITIES; LIBRARY; SCIENCE; SKILLS; LIS; ENTREPRENEURSHIP; ASSISTANCE; LITERACY";90;1;1;5;ELSEVIER SCIENCE INC;NEW YORK;0099-1333;1879-1999;J ACAD LIBR;J. Acad. Librariansh.;Information Science & Library Science;NA;Transfiguration
WOS:000449419400031;JOURNAL OF CULTURAL HERITAGE;10.1016/j.culher.2018.04.014;"Cultural heritage survey; Digital photogrammetry; Reality-based 3D modeling; Multiband imaging; Multi-source image fusion; Digital humanities";PAINTINGS;24;2;2;3;ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER;ISSY-LES-MOULINEAUX;1296-2074;1778-3674;J CULT HERIT;J. Cult. Herit.;"Archaeology; Art; Chemistry; Geology; Materials Science; Spectroscopy";NA;Arithmancy
WOS:000449419400031;JOURNAL OF CULTURAL HERITAGE;10.1016/j.culher.2018.04.014;"Cultural heritage survey; Digital photogrammetry; Reality-based 3D modeling; Multiband imaging; Multi-source image fusion; Digital humanities";PAINTINGS;24;2;2;3;ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER;ISSY-LES-MOULINEAUX;1296-2074;1778-3674;J CULT HERIT;J. Cult. Herit.;"Archaeology; Art; Chemistry; Geology; Materials Science; Spectroscopy";NA;Transfiguration
WOS:000451313900039;ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION;10.3390/ijgi7110452;"GIScience; sense of place; place-based GIS; spatial turn; digital humanities";"INFORMATION; GEOGRAPHY; KNOWLEDGE; SCIENCE; SYSTEM; LIMITS; SENSE; FIAT";109;1;1;1;MDPI;BASEL;2220-9964;NA;ISPRS INT J GEO-INF;ISPRS Int. Geo-Inf.;"Physical Geography; Remote Sensing";DOAJ Gold;Potions
WOS:000451313900039;ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION;10.3390/ijgi7110452;"GIScience; sense of place; place-based GIS; spatial turn; digital humanities";"INFORMATION; GEOGRAPHY; KNOWLEDGE; SCIENCE; SYSTEM; LIMITS; SENSE; FIAT";109;1;1;1;MDPI;BASEL;2220-9964;NA;ISPRS INT J GEO-INF;ISPRS Int. Geo-Inf.;"Physical Geography; Remote Sensing";DOAJ Gold;Charms
WOS:000451169200001;LITERATURE COMPASS;10.1111/lic3.12496;NA;"SHAKESPEARE; ENGLISH; SPENSER; IRISH";107;0;0;2;WILEY;HOBOKEN;1741-4113;NA;LIT COMPASS;Lit. Compass;Literature;NA;Astronomy
WOS:000451169200001;LITERATURE COMPASS;10.1111/lic3.12496;NA;"SHAKESPEARE; ENGLISH; SPENSER; IRISH";107;0;0;2;WILEY;HOBOKEN;1741-4113;NA;LIT COMPASS;Lit. Compass;Literature;NA;Herbology
WOS:000451169200001;LITERATURE COMPASS;10.1111/lic3.12496;NA;"SHAKESPEARE; ENGLISH; SPENSER; IRISH";107;0;0;2;WILEY;HOBOKEN;1741-4113;NA;LIT COMPASS;Lit. Compass;Literature;NA;Charms
WOS:000451169200001;LITERATURE COMPASS;10.1111/lic3.12496;NA;"SHAKESPEARE; ENGLISH; SPENSER; IRISH";107;0;0;2;WILEY;HOBOKEN;1741-4113;NA;LIT COMPASS;Lit. Compass;Literature;NA;Transfiguration
WOS:000450934300004;ARTNODES;10.7238/a.v0i22.3219;"action Research; post-representational cartographies; artists in residency programs; North Africa; epistemicide; travel; digital humanities";NA;16;0;0;1;UNIV OBERTA CATALUNYA;BARCELONA;1695-5951;NA;ARTNODES;Artnodes;Arts & Humanities - Other Topics;Bronze;Transfiguration
WOS:000450934300004;ARTNODES;10.7238/a.v0i22.3219;"action Research; post-representational cartographies; artists in residency programs; North Africa; epistemicide; travel; digital humanities";NA;16;0;0;1;UNIV OBERTA CATALUNYA;BARCELONA;1695-5951;NA;ARTNODES;Artnodes;Arts & Humanities - Other Topics;Bronze;Herbology
WOS:000450934300004;ARTNODES;10.7238/a.v0i22.3219;"action Research; post-representational cartographies; artists in residency programs; North Africa; epistemicide; travel; digital humanities";NA;16;0;0;1;UNIV OBERTA CATALUNYA;BARCELONA;1695-5951;NA;ARTNODES;Artnodes;Arts & Humanities - Other Topics;Bronze;Charms
WOS:000450934300004;ARTNODES;10.7238/a.v0i22.3219;"action Research; post-representational cartographies; artists in residency programs; North Africa; epistemicide; travel; digital humanities";NA;16;0;0;1;UNIV OBERTA CATALUNYA;BARCELONA;1695-5951;NA;ARTNODES;Artnodes;Arts & Humanities - Other Topics;Bronze;Defence against the dark arts
WOS:000450934300010;ARTNODES;NA;"digital cartography; Iberian studies; Iberian literatures; database";NA;24;0;0;0;UNIV OBERTA CATALUNYA;BARCELONA;1695-5951;NA;ARTNODES;Artnodes;Arts & Humanities - Other Topics;NA;Potions
WOS:000450934300010;ARTNODES;NA;"digital cartography; Iberian studies; Iberian literatures; database";NA;24;0;0;0;UNIV OBERTA CATALUNYA;BARCELONA;1695-5951;NA;ARTNODES;Artnodes;Arts & Humanities - Other Topics;NA;Astronomy
WOS:000450934300013;ARTNODES;10.7238/a.v0i22.3238;"Multidisciplinarity; corpus linguistics; digital edition; historical corpus; private letter";NA;13;0;0;0;UNIV OBERTA CATALUNYA;BARCELONA;1695-5951;NA;ARTNODES;Artnodes;Arts & Humanities - Other Topics;Bronze;Charms
WOS:000450478300020;AI & SOCIETY;NA;NA;NA;1;0;0;0;SPRINGER;NEW YORK;0951-5666;1435-5655;AI SOC;AI Soc.;Computer Science;NA;Transfiguration
WOS:000450137300033;SCIENCE-FICTION STUDIES;NA;NA;NA;0;0;0;0;SCIENCE-FICTION STUDIES;GREENCASTLE;0091-7729;NA;SCI-FICTION STUD;Sci.-Fict. Stud.;Literature;NA;Transfiguration
WOS:000450137300033;SCIENCE-FICTION STUDIES;NA;NA;NA;0;0;0;0;SCIENCE-FICTION STUDIES;GREENCASTLE;0091-7729;NA;SCI-FICTION STUD;Sci.-Fict. Stud.;Literature;NA;Defence against the dark arts
WOS:000450137300033;SCIENCE-FICTION STUDIES;NA;NA;NA;0;0;0;0;SCIENCE-FICTION STUDIES;GREENCASTLE;0091-7729;NA;SCI-FICTION STUD;Sci.-Fict. Stud.;Literature;NA;Herbology
WOS:000450137300034;SCIENCE-FICTION STUDIES;NA;NA;NA;0;0;0;0;SCIENCE-FICTION STUDIES;GREENCASTLE;0091-7729;NA;SCI-FICTION STUD;Sci.-Fict. Stud.;Literature;NA;Arithmancy
WOS:000450137300034;SCIENCE-FICTION STUDIES;NA;NA;NA;0;0;0;0;SCIENCE-FICTION STUDIES;GREENCASTLE;0091-7729;NA;SCI-FICTION STUD;Sci.-Fict. Stud.;Literature;NA;Transfiguration
WOS:000450137300034;SCIENCE-FICTION STUDIES;NA;NA;NA;0;0;0;0;SCIENCE-FICTION STUDIES;GREENCASTLE;0091-7729;NA;SCI-FICTION STUD;Sci.-Fict. Stud.;Literature;NA;Transfiguration
WOS:000450137300034;SCIENCE-FICTION STUDIES;NA;NA;NA;0;0;0;0;SCIENCE-FICTION STUDIES;GREENCASTLE;0091-7729;NA;SCI-FICTION STUD;Sci.-Fict. Stud.;Literature;NA;Charms
WOS:000449698700012;SOCIAL SCIENCE QUARTERLY;10.1111/ssqu.12531;NA;"MIXED METHODS; SCIENCE; MEDIA; MULTIDISCIPLINARITY; KNOWLEDGE";46;0;0;2;WILEY;HOBOKEN;0038-4941;1540-6237;SOC SCI QUART;Soc. Sci. Q.;"Government & Law; Sociology";NA;Defence against the dark arts
WOS:000449341900005;ARCADIA;10.1515/arcadia-2018-0028;"bibliometrics; big data; comparative literary history; digital humanities; minor literature";DIGITAL HUMANITIES;67;0;0;1;WALTER DE GRUYTER GMBH;BERLIN;0003-7982;1613-0642;ARCADIA;Arcadia;Literature;NA;Charms
WOS:000449341900005;ARCADIA;10.1515/arcadia-2018-0028;"bibliometrics; big data; comparative literary history; digital humanities; minor literature";DIGITAL HUMANITIES;67;0;0;1;WALTER DE GRUYTER GMBH;BERLIN;0003-7982;1613-0642;ARCADIA;Arcadia;Literature;NA;Potions
WOS:000449661900001;HISTORY OF PSYCHOLOGY;10.1037/hop0000112;"digital history; digital humanities; historiography; graduate students";PSYCHOLOGY;25;0;0;0;EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC;WASHINGTON;1093-4510;1939-0610;HIST PSYCHOL;Hist. Psychol.;"Social Sciences - Other Topics; Psychology";NA;Divination
WOS:000449661900005;HISTORY OF PSYCHOLOGY;10.1037/hop0000107;"digital humanities; standardization; statistical significance; Big Data";NA;11;1;1;3;EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC;WASHINGTON;1093-4510;1939-0610;HIST PSYCHOL;Hist. Psychol.;"Social Sciences - Other Topics; Psychology";NA;Charms
WOS:000449661900005;HISTORY OF PSYCHOLOGY;10.1037/hop0000107;"digital humanities; standardization; statistical significance; Big Data";NA;11;1;1;3;EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC;WASHINGTON;1093-4510;1939-0610;HIST PSYCHOL;Hist. Psychol.;"Social Sciences - Other Topics; Psychology";NA;Herbology
WOS:000449661900005;HISTORY OF PSYCHOLOGY;10.1037/hop0000107;"digital humanities; standardization; statistical significance; Big Data";NA;11;1;1;3;EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC;WASHINGTON;1093-4510;1939-0610;HIST PSYCHOL;Hist. Psychol.;"Social Sciences - Other Topics; Psychology";NA;Defence against the dark arts
WOS:000449661900006;HISTORY OF PSYCHOLOGY;10.1037/hop0000093;"academic disciplines; digital history; digital humanities; history of psychology; psychology";NA;11;1;1;3;EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC;WASHINGTON;1093-4510;1939-0610;HIST PSYCHOL;Hist. Psychol.;"Social Sciences - Other Topics; Psychology";NA;Defence against the dark arts
WOS:000449661900006;HISTORY OF PSYCHOLOGY;10.1037/hop0000093;"academic disciplines; digital history; digital humanities; history of psychology; psychology";NA;11;1;1;3;EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC;WASHINGTON;1093-4510;1939-0610;HIST PSYCHOL;Hist. Psychol.;"Social Sciences - Other Topics; Psychology";NA;Transfiguration
WOS:000449661900007;HISTORY OF PSYCHOLOGY;10.1037/hop0000113;"digital history; digital humanities; history of psychology";NA;10;0;0;4;EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC;WASHINGTON;1093-4510;1939-0610;HIST PSYCHOL;Hist. Psychol.;"Social Sciences - Other Topics; Psychology";NA;Charms
WOS:000449661900007;HISTORY OF PSYCHOLOGY;10.1037/hop0000113;"digital history; digital humanities; history of psychology";NA;10;0;0;4;EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC;WASHINGTON;1093-4510;1939-0610;HIST PSYCHOL;Hist. Psychol.;"Social Sciences - Other Topics; Psychology";NA;Herbology
WOS:000449661900007;HISTORY OF PSYCHOLOGY;10.1037/hop0000113;"digital history; digital humanities; history of psychology";NA;10;0;0;4;EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC;WASHINGTON;1093-4510;1939-0610;HIST PSYCHOL;Hist. Psychol.;"Social Sciences - Other Topics; Psychology";NA;Defence against the dark arts
WOS:000449661900007;HISTORY OF PSYCHOLOGY;10.1037/hop0000113;"digital history; digital humanities; history of psychology";NA;10;0;0;4;EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC;WASHINGTON;1093-4510;1939-0610;HIST PSYCHOL;Hist. Psychol.;"Social Sciences - Other Topics; Psychology";NA;Arithmancy
WOS:000448486200001;INTERNATIONAL JOURNAL ON DIGITAL LIBRARIES;10.1007/s00799-018-0242-1;"Reference string parsing; Sequence labeling; CRF; LSTM";NA;27;0;0;0;SPRINGER;NEW YORK;1432-5012;1432-1300;INT J DIGIT LIBRARIE;Int. J. Digit. Llibraries;Information Science & Library Science;NA;Potions
WOS:000448486200001;INTERNATIONAL JOURNAL ON DIGITAL LIBRARIES;10.1007/s00799-018-0242-1;"Reference string parsing; Sequence labeling; CRF; LSTM";NA;27;0;0;0;SPRINGER;NEW YORK;1432-5012;1432-1300;INT J DIGIT LIBRARIE;Int. J. Digit. Llibraries;Information Science & Library Science;NA;Defence against the dark arts
WOS:000448486200001;INTERNATIONAL JOURNAL ON DIGITAL LIBRARIES;10.1007/s00799-018-0242-1;"Reference string parsing; Sequence labeling; CRF; LSTM";NA;27;0;0;0;SPRINGER;NEW YORK;1432-5012;1432-1300;INT J DIGIT LIBRARIE;Int. J. Digit. Llibraries;Information Science & Library Science;NA;Transfiguration
WOS:000446347000002;THEOLOGY;10.1177/0040571X18794139;"Bible; biblical literacy; digital; digital humanities; media";NA;34;2;2;3;SAGE PUBLICATIONS LTD;LONDON;0040-571X;2044-2696;THEOLOGY;Theology;Religion;Green Accepted;Arithmancy
WOS:000446347000002;THEOLOGY;10.1177/0040571X18794139;"Bible; biblical literacy; digital; digital humanities; media";NA;34;2;2;3;SAGE PUBLICATIONS LTD;LONDON;0040-571X;2044-2696;THEOLOGY;Theology;Religion;Green Accepted;Transfiguration
WOS:000447792100001;SAGE OPEN;10.1177/2158244018807572;"science fiction; scientology; dianetics; religion; cult; digital humanities; advertising; magazines";NA;199;0;0;0;SAGE PUBLICATIONS INC;THOUSAND OAKS;2158-2440;NA;SAGE OPEN;SAGE Open;Social Sciences - Other Topics;DOAJ Gold;Charms
WOS:000447792100001;SAGE OPEN;10.1177/2158244018807572;"science fiction; scientology; dianetics; religion; cult; digital humanities; advertising; magazines";NA;199;0;0;0;SAGE PUBLICATIONS INC;THOUSAND OAKS;2158-2440;NA;SAGE OPEN;SAGE Open;Social Sciences - Other Topics;DOAJ Gold;Transfiguration
WOS:000447792100001;SAGE OPEN;10.1177/2158244018807572;"science fiction; scientology; dianetics; religion; cult; digital humanities; advertising; magazines";NA;199;0;0;0;SAGE PUBLICATIONS INC;THOUSAND OAKS;2158-2440;NA;SAGE OPEN;SAGE Open;Social Sciences - Other Topics;DOAJ Gold;Potions
WOS:000447792100001;SAGE OPEN;10.1177/2158244018807572;"science fiction; scientology; dianetics; religion; cult; digital humanities; advertising; magazines";NA;199;0;0;0;SAGE PUBLICATIONS INC;THOUSAND OAKS;2158-2440;NA;SAGE OPEN;SAGE Open;Social Sciences - Other Topics;DOAJ Gold;Arithmancy
WOS:000467817800005;VISUAL STUDIES;10.1080/1472586X.2019.1589387;NA;"PHOTOGRAPHY; EMPOWERMENT";57;1;1;1;TAYLOR & FRANCIS LTD;ABINGDON;1472-586X;1472-5878;VISUAL STUD;Vis. Stud.;Arts & Humanities - Other Topics;NA;Arithmancy
WOS:000462304400010;INVESTIGACION BIBLIOTECOLOGICA;10.22201/iibi.24488321xe.2018.77.58005;"Digital Archive; Digital Preservation; Sound Archive";CONTENT MANAGEMENT;30;0;0;2;UNIV NACIONAL AUTONOMA MEXICO;MEXICO CITY;0187-358X;NA;INVESTIG BIBLIOTECOL;Investig. Bibliotecol.;Information Science & Library Science;DOAJ Gold;Charms
WOS:000462304400010;INVESTIGACION BIBLIOTECOLOGICA;10.22201/iibi.24488321xe.2018.77.58005;"Digital Archive; Digital Preservation; Sound Archive";CONTENT MANAGEMENT;30;0;0;2;UNIV NACIONAL AUTONOMA MEXICO;MEXICO CITY;0187-358X;NA;INVESTIG BIBLIOTECOL;Investig. Bibliotecol.;Information Science & Library Science;DOAJ Gold;Potions
WOS:000462304400010;INVESTIGACION BIBLIOTECOLOGICA;10.22201/iibi.24488321xe.2018.77.58005;"Digital Archive; Digital Preservation; Sound Archive";CONTENT MANAGEMENT;30;0;0;2;UNIV NACIONAL AUTONOMA MEXICO;MEXICO CITY;0187-358X;NA;INVESTIG BIBLIOTECOL;Investig. Bibliotecol.;Information Science & Library Science;DOAJ Gold;Herbology
WOS:000462304400010;INVESTIGACION BIBLIOTECOLOGICA;10.22201/iibi.24488321xe.2018.77.58005;"Digital Archive; Digital Preservation; Sound Archive";CONTENT MANAGEMENT;30;0;0;2;UNIV NACIONAL AUTONOMA MEXICO;MEXICO CITY;0187-358X;NA;INVESTIG BIBLIOTECOL;Investig. Bibliotecol.;Information Science & Library Science;DOAJ Gold;Arithmancy
WOS:000456294000005;OPEN PRAXIS;10.5944/openpraxis.10.4.905;"K-12; OER; open education; open educational practice; open pedagogy; literature analysis";"OPEN EDUCATIONAL RESOURCES; OPEN TEXTBOOKS; KHAN ACADEMY; HIGH-SCHOOL; SCIENCE; QUALITY; TECHNOLOGY; IMPACT; CHALLENGES; TEACHERS";70;1;1;2;INT COUNCIL OPEN & DISTANCE EDUCATION;OSLO;2304-070X;NA;OPEN PRAX;Open Prax.;Education & Educational Research;DOAJ Gold;Potions
WOS:000446467000011;COMPARATIVE STUDIES IN SOCIETY AND HISTORY;10.1017/S0010417518000373;"transatlantic migration; integration; migrant networks; migrant identities; transnationalism; migrant letters; qualitative text analysis; digital humanities";"INTERNATIONAL MIGRATION; IMMIGRANT INCORPORATION; ASSIMILATION; EXPERIENCE; EUROPE; TRANSNATIONALISM; PARTICIPATION; 19TH-CENTURY; PATTERNS; LANGUAGE";96;1;1;1;CAMBRIDGE UNIV PRESS;NEW YORK;0010-4175;1475-2999;COMP STUD SOC HIST;Comp. Stud. Soc. Hist.;"Anthropology; History; Sociology";NA;Astronomy
